Wall time,Step,Value
1552572596.8483536,0,75.08305358886719
1552572610.2779074,1,80.48172760009766
1552572623.6063817,2,79.73422241210938
1552572636.7339208,3,80.48172760009766
1552572649.6448817,4,80.14949798583984
1552572662.707661,5,81.72757720947266
1552572675.9610393,6,82.89036560058594
1552572689.3364725,7,81.89368438720703
1552572702.7027645,8,82.55813598632812
1552572716.0661376,9,83.97010040283203
1552572729.2238162,10,84.13621520996094
1552572742.3643284,11,83.05648040771484
1552572755.3742373,12,83.88704681396484
1552572768.8342142,13,83.22258758544922
1552572782.194115,14,84.05315399169922
1552572795.2224874,15,84.38538360595703
1552572808.3117893,16,84.55149841308594
1552572821.692975,17,85.6312255859375
1552572834.996694,18,86.8770751953125
1552572848.2152843,19,86.0465087890625
1552572861.6607594,20,86.2126235961914
1552572875.2742946,21,86.96013641357422
1552572889.115016,22,87.8737564086914
1552572902.6345072,23,91.11295318603516
1552572915.7687771,24,89.45182800292969
1552572929.159196,25,90.36544799804688
1552572942.3803673,26,90.94684600830078
1552572955.6013958,27,91.77740478515625
1552572968.620898,28,91.94351959228516
1552572982.2324064,29,92.60797119140625
1552572995.4007394,30,92.94020080566406
1552573008.7887208,31,93.27242279052734
1552573021.741967,32,94.01993560791016
1552573034.7888794,33,94.35215759277344
1552573048.2003918,34,93.02325439453125
1552573061.4160812,35,94.85050201416016
1552573074.827389,36,95.93022918701172
1552573088.1880376,37,95.09967041015625
1552573101.441794,38,95.76412200927734
1552573114.9696033,39,95.51495361328125
1552573127.849029,40,96.51162719726562
1552573141.0127137,41,97.50830841064453
1552573154.4244764,42,97.75747680664062
1552573167.521517,43,97.50830841064453
1552573180.9605372,44,97.6744155883789
1552573194.0318837,45,97.2591323852539
1552573207.3567913,46,97.42524719238281
1552573220.5866747,47,98.00664520263672
1552573233.8728683,48,97.25914001464844
1552573247.2189162,49,97.42524719238281
