Wall time,Step,Value
1556615093.4848065,0,60.797340393066406
1556615102.9251654,1,70.51495361328125
1556615112.5604541,2,71.67774200439453
1556615123.122247,3,74.584716796875
1556615133.8888218,4,75.91361999511719
1556615143.840292,5,77.24252319335938
1556615153.5461533,6,76.82723999023438
1556615163.556291,7,79.31893920898438
1556615173.3567035,8,77.49169158935547
1556615183.1211278,9,77.74085998535156
1556615192.7258446,10,77.74085998535156
1556615202.576005,11,79.06977081298828
1556615212.2283175,12,79.65116119384766
1556615222.2140553,13,78.32225799560547
1556615232.109063,14,79.73422241210938
1556615241.9294696,15,78.82059478759766
1556615251.8396244,16,77.99003601074219
1556615261.742258,17,77.99003601074219
1556615271.6565723,18,78.07308959960938
1556615281.7402534,19,79.90032958984375
1556615291.8680704,20,79.65116119384766
1556615301.5896287,21,79.23587799072266
1556615311.3622546,22,78.32225799560547
1556615322.2826045,23,80.39867401123047
1556615332.076731,24,80.73089599609375
1556615341.8519247,25,80.14949798583984
1556615351.9811718,26,79.48504638671875
1556615361.7164886,27,81.56146240234375
1556615371.3850348,28,81.14617919921875
1556615381.3229334,29,81.31229400634766
1556615391.173186,30,82.80731201171875
1556615401.6404407,31,81.81063079833984
1556615411.5080705,32,80.98006439208984
1556615421.2072842,33,81.89368438720703
1556615431.1302729,34,82.14286041259766
1556615440.9196432,35,81.89368438720703
1556615450.8819168,36,81.47840881347656
1556615460.6874712,37,81.97674560546875
1556615470.453576,38,82.39202880859375
1556615480.105511,39,80.64784240722656
1556615490.5160463,40,81.64451599121094
1556615500.4531853,41,81.64451599121094
1556615510.313481,42,83.80398559570312
1556615519.9427526,43,82.30896759033203
1556615529.6519585,44,84.30232238769531
1556615540.059159,45,83.97010040283203
1556615549.8941813,46,82.47508239746094
1556615559.7114584,47,83.30564880371094
1556615569.5324864,48,82.80731201171875
1556615579.3426294,49,84.13621520996094
